"episode","stage_number","difficulty","i_difficulty","level","exp","coins","cheerpoint","drops","objectives"
"105","6","Normal","1","100","255","264","274","ハンマー・ピース
ガン・ピース
ガン・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"105","6","Hard","2","310","669","688","708","ハンマー・ピース
ガン・ピース
ガン・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"106","2","Easy","0","25","81","85","89","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"106","2","Normal","1","105","258","268","278","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"106","2","Hard","2","287","678","697","717","ソード・ピース
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"106","3","Easy","0","27","87","90","94","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"106","3","Normal","1","110","264","272","282","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"106","3","Hard","2","289","684","703","723","ハンマー・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"106","5","Easy","0","29","93","95","99","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"106","5","Normal","1","115","267","276","286","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"106","5","Hard","2","291","693","712","732","スピア・ピース
スピア・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"106","6","Easy","0","31","96","100","104","ソード・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"106","6","Normal","1","120","270","280","290","ソード・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"106","6","Hard","2","320","699","718","738","ソード・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"107","2","Easy","0","34","102","105","109","ハンマー・ピース
ハンマー・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"107","2","Normal","1","130","276","284","294","ハンマー・ピース
ハンマー・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"107","2","Hard","2","294","708","727","747","ハンマー・ピース
ハンマー・ストーン
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"107","3","Easy","0","37","108","110","114","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"107","3","Normal","1","140","282","290","300","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"107","3","Hard","2","298","717","736","756","ガン・ピース
ロッド・ピース
ロッド・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"107","5","Easy","0","40","111","115","119","ソード・ピース
ソード・ストーン
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"107","5","Normal","1","150","282","292","302","ソード・ピース
ソード・ストーン
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"107","5","Hard","2","302","723","742","762","ソード・ピース
ソード・ストーン
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"107","6","Easy","0","43","111","115","119","スピア・ピース
スピア・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"107","6","Normal","1","160","288","296","306","スピア・ピース
スピア・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"107","6","Hard","2","330","729","748","768","スピア・ピース
スピア・ストーン
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"108","2","Easy","0","46","117","120","124","ハンマー・ピース
ガン・ピース
ガン・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"108","2","Normal","1","180","291","300","310","ハンマー・ピース
ガン・ピース
ガン・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"108","2","Hard","2","306","735","754","774","ハンマー・ピース
ガン・ピース
ガン・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"108","3","Easy","0","50","123","125","129","ソード・ピース
ソード・ストーン
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"108","3","Normal","1","200","294","304","314","ソード・ピース
ソード・ストーン
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"108","3","Hard","2","310","744","763","783","ソード・ピース
ソード・ストーン
スピア・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"108","5","Easy","0","60","162","161","161","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"108","5","Normal","1","220","348","347","347","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"108","5","Hard","2","320","819","819","819","ソード・ピース
ハンマー・ピース
ハンマー・ストーン","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"108","6","Easy","0","100","201","200","200","","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"108","6","Normal","1","250","420","420","420","","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"108","6","Hard","2","350","1002","1000","1000","","► Clear stage with no one defeated
► Clear stage with at least 75% FEVER
► Clear stage with Mari as a team member"
"109","2","Easy","0","23","77","79","83","スピア・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"109","2","Normal","1","120","246","254","264","スピア・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"109","2","Hard","2","301","660","679","699","スピア・ピース
ロッド・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"109","3","Easy","0","25","84","85","88","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"109","3","Normal","1","124","258","264","274","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"109","3","Hard","2","303","684","704","724","ソード・ピース
ハンマー・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
"109","5","Easy","0","27","90","92","94","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 150 seconds
► Clear stage within 120 seconds"
"109","5","Normal","1","128","270","275","285","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 120 seconds
► Clear stage within 90 seconds"
"109","5","Hard","2","305","711","729","749","スピア・ピース
ガン・ピース","► Clear stage with no one defeated
► Clear stage within 90 seconds
► Clear stage with at least 75% FEVER"
