stage_name,part,episode,stage_number,easy_level,easy_exp,easy_coins,easy_cheerpoint,easy_objectives,normal_level,normal_exp,normal_coins,normal_cheerpoint,normal_objectives,hard_level,hard_exp,hard_coins,hard_cheerpoint,hard_objectives,small_irousu,large_irousu,drops
Reminiscence Lesson 105-3: 2nd period,3,105,3,19,72,76,81,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",92,246,256,266,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",283,663,682,702,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER",29,"23,31","スピア・ピース
ハンマー・ピース"
Reminiscence Lesson 105-5: 3rd period,3,105,5,19,75,76,80,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",96,252,260,270,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",285,666,685,705,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,25,21","27,23","ソード・ピース
ロッド・ピース"
Reminiscence Lesson 105-6: 4th period,3,105,6,20,78,81,84,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",100,255,264,274,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",310,669,688,708,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","4,29,2,5","31,8,7,12","ハンマー・ピース
ガン・ピース
ガン・ストーン"
Reminiscence Lesson 106-2: 1st period,3,106,2,25,81,85,89,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",105,258,268,278,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",287,678,697,717,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","25,5,35","37,7","ソード・ピース
スピア・ピース"
Reminiscence Lesson 106-3: 2nd period,3,106,3,27,87,90,94,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",110,264,272,282,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",289,684,703,723,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","21,25,5","23,12,27","ハンマー・ピース
ロッド・ピース"
Reminiscence Lesson 106-5: 3rd period,3,106,5,29,93,95,99,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",115,267,276,286,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",291,693,712,732,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","29,21","23,31","スピア・ピース
スピア・ストーン
ガン・ピース"
Reminiscence Lesson 106-6: 4th period,3,106,6,31,96,100,104,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",120,270,280,290,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",320,699,718,738,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","35,29,36,30","31,37,32,38","ソード・ピース
ロッド・ピース
ロッド・ストーン"
Reminiscence Lesson 107-2: 1st period,3,107,2,34,102,105,109,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",130,276,284,294,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",294,708,727,747,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","1,5,4,29,3","37,7","ハンマー・ピース
ハンマー・ストーン
ガン・ピース"
Reminiscence Lesson 107-3: 2nd period,3,107,3,37,108,110,114,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",140,282,290,300,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",298,717,736,756,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","14,4,2,5,3,15","16,17","ガン・ピース
ロッド・ピース
ロッド・ストーン"
Reminiscence Lesson 107-5: 3rd period,3,107,5,40,111,115,119,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",150,282,292,302,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",302,723,742,762,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","2,5,3,6,35","16,37","ソード・ピース
ソード・ストーン
スピア・ピース"
Reminiscence Lesson 107-6: 4th period,3,107,6,43,111,115,119,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",160,288,296,306,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",330,729,748,768,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","6,14,21,22","12,8,31","スピア・ピース
スピア・ストーン
ロッド・ピース"
Reminiscence Lesson 108-2: 1st period,3,108,2,46,117,120,124,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",180,291,300,310,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",306,735,754,774,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","14,21,5","7,27,12","ハンマー・ピース
ガン・ピース
ガン・ストーン"
Reminiscence Lesson 108-3: 2nd period,3,108,3,50,123,125,129,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",200,294,304,314,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",310,744,763,783,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","14,5,15","23,31,12,16","ソード・ピース
ソード・ストーン
スピア・ピース"
Reminiscence Lesson 108-5: 3rd period,3,108,5,60,162,161,161,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",220,348,347,347,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",320,819,819,819,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,4,35,2,14,3","12,13,20","ソード・ピース
ハンマー・ピース
ハンマー・ストーン"
Reminiscence Lesson 108-6: 4th period,3,108,6,100,201,200,200,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",250,420,420,420,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",350,1002,1000,1000,"- Clear stage without anyone being defeated
- Clear stage with at least 75% FEVER
- Clear stage with Mari in team",,58,
Reminiscence Lesson 109-2: 1st period,3,109,2,23,77,79,83,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",120,246,254,264,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",301,660,679,699,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","14,21","16,23,12","スピア・ピース
ロッド・ピース"
Reminiscence Lesson 109-3: 2nd period,3,109,3,25,84,85,88,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",124,258,264,274,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",303,684,704,724,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","14,21,15","16,23,12","ソード・ピース
ハンマー・ピース"
Reminiscence Lesson 109-5: 3rd period,3,109,5,27,90,92,94,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",128,270,275,285,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",305,711,729,749,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","29,30,5","16,31,24","スピア・ピース
ガン・ピース"
Reminiscence Lesson 109-6: 4th period,3,109,6,29,99,100,101,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",132,285,287,297,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",330,741,754,774,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","29,30,22,5,6","23,24,16,12,7,8,32","ソード・ピース
ロッド・ピース"
Reminiscence Lesson 110-2: 1st period,3,110,2,33,108,109,109,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",138,300,301,310,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",307,771,784,804,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,25","7,27,12","ハンマー・ピース
ガン・ピース"
Reminiscence Lesson 110-3: 2nd period,3,110,3,37,117,119,118,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",144,318,316,324,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",310,804,814,834,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","21,5","24,7,12","ソード・ピース
スピア・ピース"
Reminiscence Lesson 110-5: 3rd period,3,110,5,41,129,130,128,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",152,336,332,339,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",313,840,844,864,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","29,25,39","31,27,41,12","ハンマー・ピース
ロッド・ピース"
Reminiscence Lesson 110-6: 4th period,3,110,6,45,141,142,139,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",160,354,349,355,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",345,879,874,894,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","5,29,6","7,12,8,9","ガン・ピース
ロッド・ピース"
Reminiscence Lesson 111-2: 1st period,3,111,2,51,153,155,151,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",170,375,369,372,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",316,924,919,929,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER",14,"27,16,18,12","ソード・ストーン
スピア・ピース
ハンマー・ピース"
Reminiscence Lesson 111-3: 2nd period,3,111,3,57,168,169,164,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",180,396,390,390,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",320,969,964,964,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","29,5,30","23,31,12","ソード・ピース
スピア・ストーン
ガン・ピース"
Reminiscence Lesson 111-5: 3rd period,3,111,5,63,183,184,178,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",192,420,412,409,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",324,1014,1009,1004,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","35,25","37,12,27","スピア・ピース
ハンマー・ピース
ガン・ストーン"
Reminiscence Lesson 111-6: 4th period,3,111,6,69,198,199,193,"- Clear stage without anyone being defeated
- Clear stage within 150 seconds
- Clear stage within 120 seconds",204,444,435,429,"- Clear stage without anyone being defeated
- Clear stage within 120 seconds
- Clear stage within 90 seconds",360,1059,1054,1044,"- Clear stage without anyone being defeated
- Clear stage within 90 seconds
- Clear stage with at least 75% FEVER","6,35,40","7,12,38,34","ソード・ピース
ハンマー・ストーン
ガン・ピース"
